samples	chr10:5799876	chr10:5801465	chr10:5801555	chr10:5801595	chr10:5801775	chr10:5801855	enhancer_sum	ENSG00000196372.11
TCGA-BH-A0E0_normal	0	0	0	0	0.156841083	0.792047467	0.94888855	4.938098682
TCGA-BH-A0E1_normal	0.341629125	0	0	0	0.170814562	0.170814562	0.683258249	4.421912074
TCGA-BH-A0H5_normal	0.242533719	0.893140044	0.296430101	0.153989663	0.369575191	0.42573676	2.381405478	4.392418169
TCGA-BH-A0H7_normal	0	0.578167326	0.289083663	0	0	0.448079678	1.315330667	4.716677991
TCGA-BH-A0H9_normal	0	0	0	0	0.214558668	0	0.214558668	3.072537035
TCGA-BH-A0HA_normal	0.627394203	0.256005681	0.144228552	0.219948542	0.331725671	0.436291371	2.01559402	3.781520908
TCGA-BH-A0HK_normal	0	0	0	0	0	0	0	4.126862654
TCGA-BH-A18J_normal	0.536968837	0.707008968	0	0.357979224	0.178989612	0.536968837	2.317915478	4.21730754
TCGA-BH-A18K_normal	0.343952853	0.180434284	0.410487995	0.198939624	0.568367994	0.46461828	2.16680103	4.077939913
TCGA-BH-A18L_normal	0.165644821	0.165644821	0.165644821	0.165644821	0.226381808	0.30644292	1.195404012	3.720005838
TCGA-BH-A18M_normal	0.172028343	0.344056686	0	0.172028343	0.726819748	0.387063771	1.801996891	3.889571881
TCGA-BH-A18N_normal	0.257314698	0.128657349	0.226125583	0.640070311	0.771944093	1.013176623	3.037288657	3.99484415
TCGA-BH-A18P_normal	0.155558504	0.155558504	0.155558504	0.155558504	0.206115017	0.155558504	0.983907537	3.434900075
TCGA-BH-A18Q_normal	0.118914043	0.228909533	0.270529448	0.398362045	0.124859745	0.422144853	1.563719667	3.927053781
TCGA-BH-A18R_normal	0.118410946	0.118410946	0	0.118410946	0.192417787	0.15393423	0.701584855	3.996666755
TCGA-BH-A18S_normal	0.753931569	0.279474893	0.188482892	0.298430618	1.946085863	1.083776631	4.550182466	3.418856795
TCGA-BH-A18U_normal	0.183669021	0.449989102	0.183669021	0.183669021	0.217063723	0.25713663	1.475196518	4.050778457
TCGA-BH-A18V_normal	0	0	0	0	0	0.157822006	0.157822006	3.810265327
TCGA-BH-A1EN_normal	0.147007938	0.321239567	0.108894769	0.108894769	0.148493262	0.179676368	1.014206673	3.688652316
TCGA-BH-A1EO_normal	0	0	0	0	0.08531152	0.08531152	0.17062304	2.947938623
TCGA-BH-A1ET_normal	0.200379217	0.270087726	0.107520556	0.351885455	0.188160972	0.276132336	1.394166262	3.915730682
TCGA-BH-A1EU_normal	0.537613138	0.3564826	0.231231457	0.462462914	0.606982575	0.664790439	2.859563123	3.704228351
TCGA-BH-A1EV_normal	0.216447392	0.492133017	0.43061639	0.521752134	0.416946028	0.305304742	2.383199703	3.449844237
TCGA-BH-A1EW_normal	0.398928692	1.048205493	0.606534441	0.871130002	1.038028741	0.940331918	4.903159287	4.741624415
TCGA-BH-A1F0_normal	0.233963373	0.116981686	0.146227108	0.228114288	0	0	0.725286455	3.761470931
TCGA-BH-A1F2_normal	0.163419864	0.168886162	0.343502145	0.315304208	0.105101403	0.170896931	1.267110713	3.262564743
TCGA-BH-A1F6_normal	0.649334906	0.248737161	0.387506315	0.303721166	0.510565752	0.267065163	2.366930463	3.036027049
TCGA-BH-A1F8_normal	0.21925126	0	0	0	0	0	0.21925126	3.776649581
TCGA-BH-A1FB_normal	0.358308056	0.204747724	0.465289667	0.184273136	0.184273136	0.184273136	1.581164855	4.087144676
TCGA-BH-A1FC_normal	0.227874368	0	0	0	0	0.375992708	0.603867076	3.811285302
TCGA-BH-A1FD_normal	0	0.298593621	0.126988165	0.126988165	0.139686981	0	0.692256932	3.897023954
TCGA-BH-A1FE_normal	0.160042101	0.338202176	0.323103865	0.640168405	0.217415685	0.28988758	1.968819812	3.404839274
TCGA-BH-A1FG_normal	0.857409352	0	0	0	0	0	0.857409352	3.664528672
TCGA-BH-A1FH_normal	0.193515302	0	0	0.232218363	0.193515302	0	0.619248967	3.637662891
TCGA-BH-A1FJ_normal	0.308981982	0.107298007	0	0.09731716	0.262756331	0.501183372	1.277536852	3.308152207
TCGA-BH-A1FM_normal	0.133555813	0.265026995	0.11613549	0.23227098	0.229367592	0.119113204	1.095470074	3.636437271
TCGA-BH-A1FN_normal	0	0.197171985	0	0.303972843	0.149959936	0.287542098	0.938646862	3.898918187
TCGA-BH-A1FR_normal	0.323951905	0.492970291	0.704243272	0.539919842	0.375596412	0.197188116	2.633869838	4.202803022
TCGA-BH-A1FU_normal	0.408211362	0.465050919	0.356539038	0.213148338	0.485719849	0.304866714	2.23353622	4.153120667
TCGA-BH-A203_normal	0.131329984	0.131329984	0.288925964	0.137583918	0.311908711	0.235299992	1.236378553	3.298573461
TCGA-BH-A204_normal	0.131239924	0	0.131239924	0.131239924	0	0	0.393719772	3.131072656
TCGA-BH-A208_normal	0.423259218	0.113626636	0	0.113626636	0.213049942	0.154207252	1.017769684	4.169861854
TCGA-BH-A209_normal	0.116533176	0.23889301	0.419519433	0.302986257	0.312142269	0.24180634	1.631880485	3.779578275
TCGA-E2-A153_normal	0.508124063	0.946162048	1.060051924	1.559415227	0.749044955	0.57382976	5.396627977	4.13392999
TCGA-E2-A158_normal	0.383695291	0	0	0	0.225703112	0.428835914	1.038234317	3.363323597
TCGA-E2-A15I_normal	0.180633454	0.223134699	0.361266907	0.37029858	0.180633454	0	1.315967094	2.989621611
TCGA-E2-A15K_normal	0	0	0	0	0	0	0	3.898077968
TCGA-E2-A15M_normal	0	0.180142714	0.230582674	0.342271156	0	0.180142714	0.933139258	3.36964387
TCGA-E2-A1BC_normal	0	0.367951039	0	0	0	0	0.367951039	3.522696881
TCGA-E2-A1IG_normal	0	0.198569128	0	0	0	0.551029331	0.749598459	3.563706974
TCGA-E2-A1L7_normal	0.15578954	0.576421297	0.732210836	0.755579267	0.549158127	0.15578954	2.924948607	4.089719993
TCGA-E2-A1LB_normal	0.150638765	0.2560859	0.259851869	0.418022572	0.708002195	0.323873344	2.116474645	4.066974807
TCGA-E2-A1LH_normal	0.191727488	0.191727488	0.191727488	0.191727488	0	0.522457405	1.289367357	4.195114933
TCGA-E2-A1LS_normal	0	0	0	0	0.200558097	0.178273864	0.378831961	2.326214032
TCGA-E9-A1N4_normal	0.109341005	0.593174954	0.677914233	0.445564597	0.740785311	0.560372653	3.127152753	3.8132193
TCGA-E9-A1N5_normal	0.277155835	0	0	0.325547244	0.263957938	0.263957938	1.130618955	4.000137313
TCGA-E9-A1N6_normal	0.321324898	0.258651322	0.46507551	0.338236734	0.372060408	0.727208979	2.482557851	3.611398854
TCGA-E9-A1N9_normal	0.421974419	0.326232324	0.31204831	0.741114736	0.687924684	0.251259881	2.740554354	3.650957958
TCGA-E9-A1NA_normal	0	0.14777685	0.339886754	0.14777685	0.310331384	0.14777685	1.093548688	3.660865818
TCGA-E9-A1ND_normal	0.166519677	0	0.166519677	0	0	0.166519677	0.499559031	3.756368798
TCGA-E9-A1NF_normal	0.166025957	0	0.166025957	0	0.302997372	0.166025957	0.801075243	3.057639093
TCGA-E9-A1NG_normal	0.247066502	0.167502713	0.167502713	0.167502713	0	0.31767727	1.067251911	3.046194315
TCGA-E9-A1R7_normal	0.182946388	0.39247955	0.29056191	0.368413849	0.143487363	0.286974726	1.664863786	3.191086696
TCGA-E9-A1RB_normal	0.180387734	0.806278508	0.21569672	0.535696907	0.333443993	0.292446781	2.363950643	3.68980152
TCGA-E9-A1RC_normal	0.189518251	0.117321157	0.167182649	0.404757992	0.325566211	0.305035009	1.509381269	2.555303623
TCGA-E9-A1RD_normal	0.109270727	0.218541455	0.133856641	0.188492005	0.3605934	0.109270727	1.120024955	3.145694979
TCGA-E9-A1RF_normal	0.136473935	0.382127019	0.535660196	0.511777257	0.477658773	0.50495356	2.54865074	2.372506739
TCGA-E9-A1RH_normal	0	0.142797504	0.199916506	0.142797504	0.321294385	0	0.806805899	3.006398333
TCGA-E9-A1RI_normal	0	0.180670261	0.349091692	0.560384031	0.428709095	0.303158574	1.822013653	2.52996689
TCGA-GI-A2C8_normal	0	0.113335551	0.180174059	0.209670769	0	0	0.503180379	2.339898727
TCGA-GI-A2C9_normal	0.334414688	0.192815676	0.329393045	0.524217619	0.473000955	0.418771546	2.272613529	3.514321807
